Time	pre	pre	tem	tem
20080106/1200	1.2	0	-3.9	-4.6
20080107/1200	0	0	-5.6	-6.5
20080108/1200	0	0	-4.7	-7.5
20080109/1200	0	0	-10.9	-11.8
20080110/1200	0	0	-14.7	-12.8
20080111/1200	0.1	0	-14.1	-14.2
20080112/1200	0.1	0	-15.3	-15.3
20080113/1200	0	0	-13.7	-13.5
20080114/1200	0	3.2	-10.7	-10.1
20080115/1200	0	1	-3.1	-2.5
20080116/1200	0	0	-2.2	-2.2
20080117/1200	0	0	-2.5	-3.5
20080118/1200	0	0	-4.3	-6.1
20080119/1200	0	0.1	-8.3	-9
20080120/1200	0	0	-12	-8.7
20080121/1200	0	3.7	-2.4	-2.4
20080122/1200	7	10	-9.4	-13.1
20080123/1200	0.1	0.1	-12.1	-12.4
20080124/1200	0.5	0.6	-2.9	-2.8
20080125/1200	0	0.2	-4.3	-3.1
20080126/1200	0	0	-7.2	-7.3
20080127/1200	0	0	-10.7	-12.4
20080128/1200	0	0	-12.2	-9.4
20080129/1200	0.2	0	-10.7	-7.2
20080130/1200	0	0	-9.6	-10
20080131/1200	0.1	0	-14.4	-15.4
20080201/1200	0.2	0	-12.7	-12.4
20080202/1200	0	0	-15.8	-14.2
20080203/1200	0	0.3	-14.2	-12.4
20080204/1200	0.5	0	-12.5	-8.6
20080205/1200	0	0	-6.5	-4.4
20080206/1200	0.5	0	-1.1	-1.6
20080207/1200	0	0.2	-0.3	-0.1
20080208/1200	0.2	2.8	-3.3	-3
20080209/1200	0.5	5.1	-3.6	-4.4
20080210/1200	0.1	1.1	-1.8	-1.6
20080211/1200	1.3	9.9	-3.2	-4.6
20080212/1200	0	4.1	-8.8	-8.9
20080213/1200	0	0	-11.8	-13.4
20080214/1200	0	0	-14.4	-15.9
20080215/1200	0.1	0	-6.1	-5.7
20080216/1200	0	4.2	-2.5	-5
20080217/1200	3.3	10.8	-11.3	-12.9
20080218/1200	0.4	4.7	-15.8	-17.9
20080219/1200	0	0	-14.6	-15.6
20080220/1200	0	0.8	-13.3	-12.8
20080221/1200	0.1	2	-6.4	-6.4
20080222/1200	0.1	0.1	-2.9	-3
20080223/1200	0	0	-3.8	-5.2
20080224/1200	1.8	0.3	-11.8	-11.7
20080225/1200	0	0	-9.8	-9.9
20080226/1200	2	0	-9.3	-7.4
20080227/1200	0	0	-10.4	-8.7
20080228/1200	0	0	-13.8	-13.4
20080229/1200	0	0	-16.7	-15.5
20080301/1200	0	0	-17.6	-14.8
20080302/1200	0	0	-13.6	-15.2
20080303/1200	0.1	0.1	-8.9	-9.5
20080304/1200	0	0	-13.2	-12.1
20080305/1200	0	0	-14.2	-13.2
20080306/1200	1.4	0.7	-14.9	-14.2
20080307/1200	0.2	0	-13.1	-16.2
20080308/1200	0.1	0	-8	-8.9
20080309/1200	0	0.3	-11.1	-11.7
20080310/1200	0	0	-10.6	-8.3
20080311/1200	0	0	-6.2	-7.4
20080312/1200	0	0	-4.2	-6.4
20080313/1200	0	0	-6.2	-7.8
20080314/1200	0	0	-8.9	-10.1
20080315/1200	0	0	-14.8	-14.1
20080316/1200	0	0	-13.7	-14.2
20080317/1200	0	0	-16.6	-15.4
20080318/1200	0	0	-18.8	-16.2
20080319/1200	0	0	-18.3	-16.6
20080320/1200	0	0	-20.4	-18.2
20080321/1200	0	0	-19.2	-18.9
20080322/1200	0	0	-19.3	-18.7
20080323/1200	0	0	-20.4	-18.5
20080324/1200	0.1	0.2	-18.1	-18.8
20080325/1200	1.7	0	-20	-19.5
20080326/1200	0	0	-21	-17.8
20080327/1200	0.1	0	-19.6	-16.9
20080328/1200	0.1	0	-14.9	-13.7
20080329/1200	0.1	0	-15.1	-14
20080330/1200	0.2	0	-15.3	-17.2
20080331/1200	1	1.5	-20	-18.6
20080401/1200	0	0	-19.5	-16.3
20080402/1200	0	0	-18.5	-14.1
20080403/1200	0	0.4	-16.5	-11
20080404/1200	0	0	-13.9	-11.9
20080405/1200	0	0	-15.3	-12.5
20080406/1200	0	0	-14.1	-10.3
20080407/1200	0.7	3.6	-6	-5.8
20080408/1200	0.1	5	-11.1	-8.6
20080409/1200	0	0	-13.2	-10.5
20080410/1200	0	0	-14.1	-11.9
20080411/1200	0	0	-16.2	-14.6
20080412/1200	0.8	0	-9.5	-7.9
20080413/1200	0	0	-3.9	-3.8
20080414/1200	0	0	-2.8	-4.9
20080415/1200	0.1	1.5	-3.2	-5.8
20080416/1200	0.4	1.1	-6.1	-9
20080417/1200	5.4	1.3	-11.1	-13.1
20080418/1200	0	1.2	-9.7	-10.6
20080419/1200	0	0	-10.6	-8
20080420/1200	0	0	-10.8	-11.2
20080421/1200	0	0	-11.6	-13.6
20080422/1200	0	0	-10.6	-13.8
20080423/1200	0	1.1	-9.9	-11.5
20080424/1200	0	0	-11.2	-9.5
20080425/1200	0	0	-12.7	-9.5
20080426/1200	0	0	-10.4	-6.9
20080427/1200	0	0	-5.8	-4.4
20080428/1200	0	0	-4.1	-3
20080429/1200	0	0	-5.1	-5.1
20080430/1200	0	0	-6.2	-4.7
20080501/1200	0	0	-3.9	-3.2
20080502/1200	1	1.4	-5.1	-6.4
20080503/1200	0	0	-8.1	-8.4
20080504/1200	0	0	-8.3	-8.4
20080505/1200	0	0	-6.8	-5.2
20080506/1200	0	0	-2.1	-2.1
20080507/1200	0.1	0.4	-2.2	-2
20080508/1200	2.2	1	-2.4	-1.9
20080509/1200	0	0	-2.5	-1.7
20080510/1200	0	0	-1.3	-2.7
20080511/1200	0	0	-1	-3.2
20080512/1200	0	0.2	-2.7	-1.9
20080513/1200	0	1.1	-3.2	-3.2
20080514/1200	0.2	0.8	-2.5	-3.3
20080515/1200	0	0.1	-2.5	-2.9
20080516/1200	0.4	0.2	-0.6	-2.7
20080517/1200	0.1	0.9	-0.7	-1.2
20080518/1200	0	0	-2	-1.7
20080519/1200	0	0	-1.7	-1.9
20080520/1200	0	0	-1.6	-2.5
20080521/1200	0	0	-1.5	-4.2
20080522/1200	0	0	-0.8	-1.5
20080523/1200	0	0	-0.3	-1.4
20080524/1200	0	0	-0.9	-2
20080525/1200	0	0	-0.1	-0.7
20080526/1200	0	0	1.2	-0.5
20080527/1200	0.5	0	0.8	0.3
20080528/1200	0	0	0.9	-1.1
20080529/1200	0	0	0.3	-2
20080530/1200	0	0	2.1	2
20080531/1200	0	0	2	2.2
20080601/1200	0	0	2.4	3.9
20080602/1200	0.4	0	2.5	2.5
20080603/1200	0.1	1.5	2.7	0.3
20080604/1200	0	0	3.1	1.5
20080605/1200	0	0	2.6	1.8
20080606/1200	0	0	1.6	1
20080607/1200	0	0	2.4	2.1
20080608/1200	0	0	1.8	2.4
20080609/1200	0	0	2.3	1.9
20080610/1200	0	0	3.4	1.7
20080611/1200	0	1	2.6	1.1
20080612/1200	0	0	3.9	1.6
20080613/1200	0	0	4.3	1.2
20080614/1200	0	0	1.7	0.1
20080615/1200	0	0.1	2.1	-0.4
20080616/1200	0	0	1.1	0.2
20080617/1200	0	0	1.2	0.2
20080618/1200	0	0	1.9	0.5
20080619/1200	0	0	2.2	1.2
20080620/1200	0	0	3.6	1.4
20080621/1200	0	0	5.5	4
20080622/1200	0.1	0	3.1	3.7
20080623/1200	3.1	3	4.2	3.4
20080624/1200	0.5	2	4.2	3.6
20080625/1200	0.4	0	5.1	4.6
20080626/1200	1	0	7.3	7
20080627/1200	0	0	6.7	6.9
20080628/1200	0	0	4.5	5.4
20080629/1200	0	0	6.2	7.2
20080630/1200	0	0	4.5	6.7
20080701/1200	2.1	0	3.6	5.5
20080702/1200	0	0.8	4.5	5
20080703/1200	13	0.8	5.7	3.3
20080704/1200	0	0	6	4.2
20080705/1200	0	0	4.9	4.3
20080706/1200	0	0	4.5	6.1
20080707/1200	0	0	6.3	4.7
20080708/1200	0	0	5	4.3
20080709/1200	0	0.3	5.9	2.9
20080710/1200	0	6.4	4.3	1.9
20080711/1200	0	0	3.4	1.4
20080712/1200	0.4	0.5	3.5	1.2
20080713/1200	5.3	1.6	6.4	3.8
20080714/1200	0.6	1.3	6.3	6.2
20080715/1200	0	0.1	6.5	5.1
20080716/1200	0	0	8.8	4.8
20080717/1200	0	0	7.7	6.8
20080718/1200	0	0	8.6	7.6
20080719/1200	0	0	5.6	6.2
20080720/1200	0.1	0.1	6.3	5.4
20080721/1200	2.2	0.3	6.6	6.7
20080722/1200	0.3	0.1	8.9	6.5
20080723/1200	0	0	10	7.6
20080724/1200	0	0	6.7	7.2
20080725/1200	0	0	7.5	7.1
20080726/1200	0	0	6.5	8.1
20080727/1200	0	0	6.7	6.3
20080728/1200	0.1	0	4.8	6.4
20080729/1200	0	0	6.4	3.5
20080730/1200	0	0	5.5	4.4
20080731/1200	0	0	7.3	5.7
20080801/1200	0	0	8.5	4.6
20080802/1200	0	0	4	2.5
20080803/1200	0	0	3.4	1.8
20080804/1200	0	0	4.6	3.4
20080805/1200	1	0	6.7	2.9
20080806/1200	0	0	5.4	2.1
20080807/1200	0	0.2	4.5	3.6
20080808/1200	0	0	4.8	2.7
20080809/1200	0.7	0	3.9	1.7
20080810/1200	11.7	5.5	2.9	2.1
20080811/1200	0.5	2.2	5.4	2.4
20080812/1200	2.1	3.9	6.1	4.1
20080813/1200	2.5	3.1	2.6	2.7
20080814/1200	1.6	2.7	3.9	3.4
20080815/1200	0.2	0	5.1	4
20080816/1200	0	0	5.8	3.6
20080817/1200	0	0	4.5	2.6
20080818/1200	0.7	0.8	5.6	6.1
20080819/1200	0	0	5.6	5.1
20080820/1200	0	0	5.8	5
20080821/1200	0	0.1	6.3	4.4
20080822/1200	0	0.4	5.3	3.7
20080823/1200	0.2	1.4	5.2	3.8
20080824/1200	0	0	5.5	4.6
20080825/1200	0	0	6.1	4.9
20080826/1200	0	0	5.6	3.2
20080827/1200	0	0	5.3	2.9
20080828/1200	0	0	5.5	3.2
20080829/1200	0	0	4.7	3.7
20080830/1200	0	0	3.9	1.3
20080831/1200	0.1	0	3.4	1.9
20080901/1200	0	0	2.7	2.5
20080902/1200	0	0	2.8	3.5
20080903/1200	0	0	3.1	2.1
20080904/1200	0.6	0.6	2.4	0.1
20080905/1200	0	0	4	0
20080906/1200	1	0	3.3	0
20080907/1200	0.1	0	3.6	0.9
20080908/1200	2.2	0	3.9	2.4
20080909/1200	0.1	2.4	5.5	4.7
20080910/1200	0.6	0.3	5.1	4.2
20080911/1200	0.1	0.6	5	4.6
20080912/1200	0	1	4.5	3.6
20080913/1200	0.1	0	3.8	6.3
20080914/1200	0.7	4.5	6.4	6.6
20080915/1200	1	3.6	8.8	6.6
20080916/1200	2.1	18.2	7.9	6.8
20080917/1200	2.3	13.5	4.4	2
20080918/1200	6.7	0.1	5.6	3.9
20080919/1200	0	16.5	8.3	6.4
20080920/1200	1.1	14.5	6.3	4.8
20080921/1200	0.8	12.2	5.4	3.9
20080922/1200	12.3	9.7	4.1	2.1
20080923/1200	0.2	0	0.1	-2
20080924/1200	0.1	0.1	-0.3	-1.6
20080925/1200	0	0	-2.4	-4.1
20080926/1200	0	0	0.9	0.9
20080927/1200	4.1	0.6	2.2	2.1
20080928/1200	0	0	-1.2	-0.7
20080929/1200	0	0	-2.6	-2.6
20080930/1200	0	0.8	-3.8	-3.6
20081001/1200	0	0.2	-5	-4.9
20081002/1200	0.1	0.6	-3.5	-4.6
20081003/1200	0.1	0	-7.7	-8.6
20081004/1200	0	0	-8.3	-8.5
20081005/1200	0	0	-5	-2.8
20081006/1200	2.6	12.2	-3.5	-2.3
20081007/1200	0	2	-5.4	-4
20081008/1200	0	1	1.5	1.6
20081009/1200	6.5	27.4	2.7	1.1
20081010/1200	3	0.6	0.6	-1.8
20081011/1200	0.1	0	-3.1	-3.9
20081012/1200	0	0	-7.2	-8
20081013/1200	0	0	-8.5	-8.2
20081014/1200	0	0	-2.2	-2.8
20081015/1200	0.7	6.8	-5.1	-7.7
20081016/1200	3.6	4.2	-5.5	-7
20081017/1200	2.1	1.9	-6.5	-10.6
20081018/1200	0	0	-7.8	-5.9
20081019/1200	0	0	-3.7	-2.8
20081020/1200	0.5	0	-0.2	0.1
20081021/1200	0.2	0	-2	-2.5
20081022/1200	0	0	-3.2	-4.5
20081023/1200	0	0	-6.9	-9
20081024/1200	0	0	-10.6	-11
20081025/1200	0	0	-9.4	-7.3
20081026/1200	0	0	-10.8	-9.6
20081027/1200	0	0	-12.5	-12.5
20081028/1200	0	0	-10.7	-11.5
20081029/1200	0	0	-10.4	-13.6
20081030/1200	0.1	0	-10.8	-13.5
20081031/1200	0	0	-5.4	-4.4
20081101/1200	2.4	12.9	1.7	1.1
20081102/1200	0.9	0	-3.2	-3.5
20081103/1200	0.5	0	-11.8	-10.8
20081104/1200	0	1.4	-9.6	-6.7
20081105/1200	0	1.4	-5.7	-7.5
20081106/1200	0.1	0	-5	-6
20081107/1200	1.5	5.9	-5.3	-7.5
20081108/1200	0	0	-5.2	-6.5
20081109/1200	0.2	4.9	-5.5	-3.6
20081110/1200	0	4.8	-4	-4
20081111/1200	1.2	0.5	-7.7	-9.4
20081112/1200	0.5	0.8	-10.4	-11.8
20081113/1200	1.1	2.8	-10	-11.2
20081114/1200	0	0.1	-10.9	-13.2
20081115/1200	0	0	-12.7	-15.8
20081116/1200	0	0	-13.4	-15.8
20081117/1200	0	0	-15.1	-15.5
20081118/1200	0	0	-17.5	-16.5
20081119/1200	0	0	-17.6	-18.4
20081120/1200	0	0	-12.5	-14.1
20081121/1200	0.4	0.1	-3.5	-4.8
20081122/1200	0.2	0	-1.9	-4.4
20081123/1200	0.1	0	-1.2	-3
20081124/1200	0	0	-3.4	-3.5
20081125/1200	0	0	-3	-2.9
20081126/1200	0	0	-10	-8.2
20081127/1200	0	0	-9.7	-11
20081128/1200	0	0	-12.1	-11.1
20081129/1200	0	0	-15	-12.9
20081130/1200	0	0	-16.3	-11.2
20081201/1200	0	1.1	-11.8	-10.2
20081202/1200	0	0	-12.7	-14.4
20081203/1200	0.2	1.5	-4.5	-6.2
20081204/1200	10.7	10.4	-4.6	-7.8
20081205/1200	0.1	0.4	-11.3	-6
20081206/1200	0	0.9	-7	-5.5
20081207/1200	1.1	3.6	-10.5	-4.1
20081208/1200	0	3.2	-11.9	-8.4
20081209/1200	0	0	-14	-14.6
20081210/1200	0	0	-7.6	-5.1
20081211/1200	4.8	21.5	-2	-3.7
20081212/1200	0	1.3	-4	-1.6
20081213/1200	0	1.5	-0.3	-0.1
20081214/1200	0	2.1	-6	-9.8
20081215/1200	0.1	1.6	-8.1	-6.5
20081216/1200	0	0	1	1.4
20081217/1200	0	2.3	-0.2	-0.7
20081218/1200	0	2.1	-1.5	-0.4
20081219/1200	4.2	0	-5.5	-6.1
20081220/1200	0	0	-8.9	-8.8
20081221/1200	0	0	-11.4	-12.6
20081222/1200	0	0	-12.3	-14
20081223/1200	0	0	-12.8	-14.2
20081224/1200	0.2	0	-5.2	-5.3
20081225/1200	0.3	15.3	-0.3	-1.5
20081226/1200	4.2	9.5	-7.1	-10.1
20081227/1200	1.5	11	-9.8	-10.8
20081228/1200	0	1.4	-7.5	-8.5
20081229/1200	0	0.2	-16.9	-17.5
20081230/1200	0.1	3	-17.8	-18.2
20081231/1200	0	0	-16.6	-19
20090101/1200	0	0	-18.3	-19
20090102/1200	0	0	-22	-15.6
20090103/1200	0	0	-20.2	-16.3
20090104/1200	0	0	-16.9	-14.3
20090105/1200	1	4.3	-21	-22.1
20090106/1200	0	0	-27.6	-23.3
20090107/1200	0.1	1	-28	-21.8
20090108/1200	0.1	0	-20	-15.2
20090109/1200	0	0.6	-19.1	-21.1
20090110/1200	1	0	-24	-23.6
20090111/1200	0	0	-26	-24.3
20090112/1200	0.2	0.1	-26.3	-23.8
20090113/1200	1.2	2	-21.1	-20.5
20090114/1200	0.1	3	-18.5	-18.6
20090115/1200	1.1	2.9	-17.2	-19
20090116/1200	0.1	4.8	-19.3	-19.4
20090117/1200	0	0	-14.2	-12.6
20090118/1200	0	0	-4.8	-3.5
20090119/1200	0.5	1.5	-2	-0.8
20090120/1200	0	0.2	-3.1	-0.6
20090121/1200	0	0	-2	-0.4
20090122/1200	0	0	-1.4	-2.5
20090123/1200	0	0	-3.4	-6.9
20090124/1200	0	0	-4.2	-5.4
20090125/1200	0.1	0	-4.5	-5.3
20090126/1200	0	0	-5.8	-5
20090127/1200	0	0	-1.2	-1.6
20090128/1200	0	0	0.7	0.5
20090129/1200	0	9.4	0.5	1.1
20090130/1200	0.1	0.1	-1.1	-1.1
20090131/1200	0.1	0.1	-1.9	-2.9
20090201/1200	0.3	0.4	-2.5	-2.5
20090202/1200	0.9	4.3	-11.2	-7.9
20090203/1200	0.2	1.1	-18.1	-14.4
20090204/1200	0	0	-14.1	-13.2
20090205/1200	0	0	-13.1	-12.1
20090206/1200	0	0	-17.1	-14.4
20090207/1200	0	0	-20	-14
20090208/1200	0	0	-17.9	-15.9
20090209/1200	0	0	-11.3	-10.9
20090210/1200	0	0	-8	-10.1
20090211/1200	0	0	-8.5	-10.2
20090212/1200	0.1	0	-7.3	-8.2
20090213/1200	0	0	-10.4	-8.5
20090214/1200	0	2.4	-9.4	-8.3
20090215/1200	0.5	1.3	-10.6	-9.2
20090216/1200	0.1	1.4	-7.9	-6.2
20090217/1200	0.2	5.5	-0.4	0.1
20090218/1200	0	6.7	2.2	1.6
20090219/1200	2.3	14.3	-0.5	-3.3
20090220/1200	0	6	-0.3	-1.9
20090221/1200	1.5	4.2	-7.4	-11.2
20090222/1200	2.1	1.8	-14.6	-13.7
20090223/1200	0.1	0	-15.2	-13.4
20090224/1200	0	0	-15.6	-15
20090225/1200	0	0	-18.2	-18.7
20090226/1200	0	0	-19.6	-18.6
20090227/1200	0	0	-20.5	-18.8
20090228/1200	0	0	-18.1	-15.1
20090301/1200	1	1.9	-15.3	-14.1
20090302/1200	0	0	-15.4	-15.6
20090303/1200	0.1	0	-13	-10.4
20090304/1200	0	2	-5.2	-6
20090305/1200	0	1.3	-2.3	-4
20090306/1200	0.2	4.4	-4	-6.5
20090307/1200	0.2	0	-6.3	-10.4
20090308/1200	0	1.5	-2.9	-3.4
20090309/1200	0	0	-2.1	-2.4
20090310/1200	0	0	-1.8	-4
20090311/1200	0.4	0.2	-3.1	-4.9
20090312/1200	1.3	0.3	-5.1	-7.1
20090313/1200	0.2	0.2	-13.9	-14.7
20090314/1200	0.2	0	-17.9	-17.3
20090315/1200	0	0	-22.1	-20.7
20090316/1200	0.2	0.4	-12	-11.1
20090317/1200	0	2.1	-10.6	-12.3
20090318/1200	4.1	6	-15.9	-19.4
20090319/1200	1.1	4.9	-18	-21.1
20090320/1200	0	0	-16.1	-16.4
20090321/1200	0.1	0.1	-15.4	-13.4
20090322/1200	1	0.5	-15.9	-12.1
20090323/1200	0.8	0	-21.7	-18.6
20090324/1200	0	0	-27.9	-22.8
20090325/1200	0.2	0	-14.9	-17.6
20090326/1200	0	0	-11.9	-9.9
20090327/1200	1.3	0	-9.2	-7.8
20090328/1200	6	0.5	-3.8	-5.5
20090329/1200	3	0.3	-8.4	-6.8
20090330/1200	0.3	2.1	-13	-13.9
20090331/1200	0.1	0	-11.9	-17.2
20090401/1200	0	0	-21.5	-21.3
20090402/1200	0	0	-22.7	-18.1
20090403/1200	1.1	0.3	-13.9	-12.1
20090404/1200	2.1	0.5	-18.4	-17.9
20090405/1200	0	0	-24.1	-20.3
20090406/1200	0	0	-22.6	-18.7
20090407/1200	0	0.1	-12.9	-10
20090408/1200	0.1	2.8	-9.8	-10.2
20090409/1200	0	0	-12.9	-13
20090410/1200	1	0	-7.9	-7.7
20090411/1200	1.7	5.6	-5.7	-8.7
20090412/1200	0.1	1.1	-15	-17.2
20090413/1200	0	0	-15.3	-17.1
20090414/1200	0	0	-16.5	-19.6
20090415/1200	0	0	-17.7	-20
20090416/1200	0	0	-19	-20
20090417/1200	0	0	-19.8	-18.1
20090418/1200	0	0	-17.5	-17.7
20090419/1200	0	0	-18.3	-19.2
20090420/1200	0	0	-14.9	-14.5
20090421/1200	0.5	2	-14.9	-16.6
20090422/1200	0	0.1	-19.5	-20.9
20090423/1200	0	0	-18.7	-17.7
20090424/1200	0	0	-17.3	-14.7
20090425/1200	0	0	-15.5	-13.9
20090426/1200	0	0	-15.1	-14.3
20090427/1200	0.1	0	-15	-15.8
20090428/1200	0.1	0	-17.7	-17
20090429/1200	0	0.1	-12.9	-8.3
20090430/1200	0.2	3.8	-4.4	-7.4
20090501/1200	0	0	-6.4	-6.5
20090502/1200	0.1	0.1	-2.5	-1
20090503/1200	1.6	2.9	0.5	-0.1
20090504/1200	0.1	1.5	1.1	1.5
20090505/1200	1	0	-0.3	-0.5
20090506/1200	0	0	-2.6	-3.1
20090507/1200	0	0	-5.9	-5.1
20090508/1200	0	0	-6.8	-6.5
20090509/1200	0	0	-2.3	-3.4
20090510/1200	0	0	2.5	1.6
20090511/1200	0.1	0	2	1.3
20090512/1200	0	0.1	1	1
20090513/1200	0.1	4.1	1.4	0.6
20090514/1200	0	0	0.3	0.2
20090515/1200	0	0	0.7	0.6
20090516/1200	0	0	0.6	-0.4
20090517/1200	0	0.1	-3.4	-4.6
20090518/1200	0	0	-2.6	-2.8
20090519/1200	0	0	-1.4	-1.6
20090520/1200	0	0	0.1	0.1
20090521/1200	0.2	0	0.9	0.5
20090522/1200	0	0	1.7	1.1
20090523/1200	1	0	0.9	0.1
20090524/1200	0.6	0.2	-2.7	-5.1
20090525/1200	0.3	1	-6.2	-8.3
20090526/1200	0	0.1	-5.4	-6.9
20090527/1200	0	1	-1.2	-3.3
20090528/1200	0	5.5	-0.2	-2.8
20090529/1200	0	0.6	0.8	-1.9
20090530/1200	0	0	1.1	0.3
20090531/1200	0	0	1.9	0.3
20090601/1200	0.7	0	0.9	0.3
20090602/1200	0	0	0.9	-0.4
20090603/1200	0	0	0.1	-1.2
20090604/1200	0	0	1.4	0.1
20090605/1200	0	0	1.5	0.7
20090606/1200	0.3	0	1	-0.3
20090607/1200	0.4	0	1.9	1.2
20090608/1200	0	0	1.5	1.6
20090609/1200	0	0	1.6	1.4
20090610/1200	0	0	1.2	0.8
20090611/1200	0.5	0	2.2	0
20090612/1200	0	0.1	3.8	0.9
20090613/1200	0	0	4.1	1.5
20090614/1200	0	0	2.7	-0.1
20090615/1200	0	0	4.6	3.1
20090616/1200	0.1	0.1	1.7	2
20090617/1200	3	8.1	3.9	2.6
20090618/1200	0	0	4	3.6
20090619/1200	0	0	4.4	3.5
20090620/1200	0	0	6.1	1.2
20090621/1200	0	0	4.8	1.2
20090622/1200	0	0	3	1.3
20090623/1200	0	0	2.6	1.9
20090624/1200	0.7	1.1	4.2	3.8
20090625/1200	0.1	0	6.2	5.4
20090626/1200	0.8	0	3.3	0.8
20090627/1200	0	0	3.8	2.4
20090628/1200	0	0	3.5	2.9
20090629/1200	0	0	4.7	3.5
20090630/1200	0.1	1.2	2.9	3
20090701/1200	2.8	0.6	3.7	3.2
20090702/1200	0	0	4.6	3.3
20090703/1200	0	0	6.6	6.2
20090704/1200	0	0	7.9	8
20090705/1200	0	0	10.4	7.9
20090706/1200	0	0	10	6.7
20090707/1200	0	0	9	4.3
20090708/1200	0	0	5.8	3.1
20090709/1200	0.1	4.8	4.2	2.4
20090710/1200	0.7	1	5	4.3
20090711/1200	0	0.2	9	7.6
20090712/1200	0	0	12.1	9.7
20090713/1200	0	0	10.6	9.2
20090714/1200	0	0	10.6	8.8
20090715/1200	0	0	8.7	6.3
20090716/1200	0	0	7.3	4.9
20090717/1200	0	0	6.4	3.9
20090718/1200	0.1	0	6.7	4.1
20090719/1200	0	0	6.1	3
20090720/1200	0	0	4.3	3.5
20090721/1200	0	0	2.9	5
20090722/1200	0.2	0	3.7	5.3
20090723/1200	0	0	7.9	8.1
20090724/1200	0	0	10.7	8.9
20090725/1200	0	0	9.3	8.3
20090726/1200	1.6	0.6	8.2	5.8
20090727/1200	0	1.5	8.3	7.2
20090728/1200	0	0	12	10.4
20090729/1200	0.5	1.1	8.3	7.2
20090730/1200	1.1	5.4	8.2	4.8
20090731/1200	0	5.8	9.2	5
20090801/1200	0	0.6	10.1	6.2
20090802/1200	0	0	9.6	7
20090803/1200	0.1	6	7.3	5.4
20090804/1200	0.2	2	9	5.8
20090805/1200	0	0	7.9	4.8
20090806/1200	0	0	6.1	3.8
20090807/1200	0	0	7.4	6
20090808/1200	0.2	7.5	7.3	5.1
20090809/1200	0.7	2.9	7.9	4.8
20090810/1200	0	0.3	7.7	5.1
20090811/1200	0	0	7.4	5.3
20090812/1200	0	0	7	5
20090813/1200	0	0	6.8	4.9
20090814/1200	0	0	6.8	4.2
20090815/1200	0	0	5.4	2.4
20090816/1200	1	0	4.2	1.4
20090817/1200	0	0	5.3	3.8
20090818/1200	0	0	4.4	4.5
20090819/1200	0	0	4.6	5.1
20090820/1200	0	0	5.2	4.1
20090821/1200	0.3	0	6.1	5
20090822/1200	0.3	4	7	7
20090823/1200	0	1.1	7.7	6
20090824/1200	0	0	6.9	3.6
20090825/1200	0	0.4	5.5	1.3
20090826/1200	0	0.2	6.1	2.8
20090827/1200	0	0	6.2	3.1
20090828/1200	0	0	4.1	2.6
20090829/1200	0	0	3.1	2.6
20090830/1200	0	0	3.8	1.4
20090831/1200	6.5	0	2.9	4.9
20090901/1200	5.2	1.8	4.4	3.4
20090902/1200	0	1.1	5	3.6
20090903/1200	0.1	0	5.3	6.1
20090904/1200	0	0	3.7	3.8
20090905/1200	0	0	4.3	2.8
20090906/1200	0	0	3.7	1.9
20090907/1200	0	1	4.5	4.6
20090908/1200	0.3	15.6	3.4	5.2
20090909/1200	0	5.5	3.8	3.9
20090910/1200	0	1.3	2.7	1
20090911/1200	0.4	8	1.8	1.1
20090912/1200	1.7	3	3.3	2.3
20090913/1200	1.5	3.3	1.9	0.5
20090914/1200	0.2	0	-0.1	-2.3
20090915/1200	0	2.6	-1.8	-4.6
20090916/1200	0	0	-2.5	-2.7
20090917/1200	0.5	0	-1.1	-2.3
20090918/1200	0	0	-1.8	-3.1
20090919/1200	0	0	-2.3	-3
20090920/1200	0	0	-1.9	-1.3
20090921/1200	0	0	0.8	1
20090922/1200	0.5	0.2	-1.4	0
20090923/1200	0	0	5.2	4.2
20090924/1200	0	0	4.9	4.7
20090925/1200	1.8	7	1.4	0.4
20090926/1200	0	0	2.2	2.3
20090927/1200	0	0	0.2	1.3
20090928/1200	0	0	0.1	0.3
20090929/1200	0.5	0	1.3	1.1
20090930/1200	0	0	0.6	0.8
20091001/1200	0	0	0.4	0
20091002/1200	0	0	-2.4	-4
20091003/1200	0	0	-3	-2.9
20091004/1200	0	0	-4.2	-6
20091005/1200	0	2.5	-5.1	-5.5
20091006/1200	0	0.9	-4.2	-5.3
20091007/1200	0.2	0	-2.5	-2
20091008/1200	0.4	0	-3.9	-3.3
20091009/1200	0	0	-5.3	-4.5
20091010/1200	0	0	-3.5	-4
20091011/1200	0	0	-3.3	-4.5
20091012/1200	0	0	-8.4	-6.1
20091013/1200	0	0	-3.5	-3.3
20091014/1200	0.3	3.1	0.9	0.4
20091015/1200	1.8	8.4	-3.5	-5.2
20091016/1200	0.2	2.2	-4.4	-5.3
20091017/1200	1	0.5	-3.2	-3.1
20091018/1200	0.7	0	-3.5	-3.6
20091019/1200	0	0	-0.6	-0.8
20091020/1200	0.8	0.7	1.7	0.7
20091021/1200	0.2	0.1	-0.1	-0.3
20091022/1200	6.3	5.2	-2	-3.1
20091023/1200	6.5	3	-2.5	-3
20091024/1200	0.3	6.7	-1.6	-4
20091025/1200	0	0	-6.3	-9.2
20091026/1200	0	0	-11.4	-10.6
20091027/1200	0	0	-7.5	-7.3
20091028/1200	1.9	2.5	-6.6	-8.8
20091029/1200	0	0	-6.8	-6.1
